"1557;""energy"";"""";"""""
"914;""power"";"""";"""""
"842;""gas"";"""";"""""
"482;""coal"";"""";"""""
"465;""climate"";"""";"""""
"445;""prices"";"""";"""""
"396;""electricity"";"""";"""""
"385;""wind"";"""";"""""
"373;""new"";"""";"""""
"351;""crisis"";"""";"""""
"336;""global"";"""";"""""
"328;""billion"";"""";"""""
"297;""demand"";"""";"""""
"275;""oil"";"""";"""""
"272;""europe"";"""";"""""
"256;""transition"";"""";"""""
"255;""fossil"";"""";"""""
"253;""fuel"";"""";"""""
"244;""natural"";"""";"""""
"234;""supply"";"""";"""""
"232;""renewable"";"""";"""""
"232;""solar"";"""";"""""
"228;""government"";"""";"""""
"225;""companies"";"""";"""""
"222;""germany"";"""";"""""
"218;""plants"";"""";"""""
"217;""green"";"""";"""""
"207;""world"";"""";"""""
"206;""industry"";"""";"""""
"201;""much"";"""";"""""
"198;""european"";"""";"""""
"195;""capacity"";"""";"""""
"188;""emissions"";"""";"""""
"185;""company"";"""";"""""
"180;""market"";"""";"""""
"176;""costs"";"""";"""""
"176;""nuclear"";"""";"""""
"175;""investment"";"""";"""""
"171;""production"";"""";"""""
"165;""price"";"""";"""""
"164;""grid"";"""";"""""
"163;""winter"";"""";"""""
"162;""china"";"""";"""""
"162;""data"";"""";"""""
"159;""need"";"""";"""""
"158;""projects"";"""";"""""
"154;""economy"";"""";"""""
"152;""change"";"""";"""""
"133;""clean"";"""";"""""
"129;""carbon"";"""";"""""
"126;""biggest"";"""";"""""
"124;""generation"";"""";"""""
"124;""increase"";"""";"""""
"123;""russia"";"""";"""""
"122;""million"";"""";"""""
"121;""people"";"""";"""""
"121;""u.s"";"""";"""""
"119;""ukraine"";"""";"""""
"116;""markets"";"""";"""""
"116;""record"";"""";"""""
"110;""executive"";"""";"""""
"106;""chief"";"""";"""""
"105;""many"";"""";"""""
"103;""financial"";"""";"""""
"102;""help"";"""";"""""
"100;""risk"";"""";"""""
"99;""output"";"""";"""""
"96;""business"";"""";"""""
"94;""heat"";"""";"""""
"94;""major"";"""";"""""
"93;""economic"";"""";"""""
"93;""sources"";"""";"""""
"89;""bills"";"""";"""""
"88;""keep"";"""";"""""
"86;""industrial"";"""";"""""
"83;""bank"";"""";"""""
"79;""invewstments"";"""";"""""
"78;""copper"";"""";"""""
"78;""electric"";"""";"""""
"78;""national"";"""";"""""
"78;""president"";"""";"""""
"77;""international"";"""";"""""
"77;""offshore"";"""";"""""
"76;""consumption"";"""";"""""
"76;""france"";"""";"""""
"76;""largest"";"""";"""""
"75;""policy"";"""";"""""
"74;""environmental"";"""";"""""
"74;""households"";"""";"""""
"74;""hydrogen"";"""";"""""
"74;""sector"";"""";"""""
"73;""russia's"";"""";"""""
"72;""research"";"""";"""""
"71;""financing"";"""";"""""
"71;""net"";"""";"""""
"71;""zero"";"""";"""""
"70;""minister"";"""";"""""
"69;""africa"";"""";"""""
"68;""imports"";"""";"""""
"66;""support"";"""";"""""
