"2893;""energy"";"""";"""""
"1658;""gas"";"""";"""""
"1467;""climate"";"""";"""""
"975;""fossil"";"""";"""""
"855;""new"";"""";"""""
"787;""power"";"""";"""""
"780;""oil"";"""";"""""
"725;""emissions"";"""";"""""
"648;""government"";"""";"""""
"617;""fuel"";"""";"""""
"587;""renewable"";"""";"""""
"560;""electricity"";"""";"""""
"519;""global"";"""";"""""
"493;""countries"";"""";"""""
"490;""carbon"";"""";"""""
"481;""coal"";"""";"""""
"447;""solar"";"""";"""""
"435;""projects"";"""";"""""
"426;""crisis"";"""";"""""
"413;""companies"";"""";"""""
"411;""transition"";"""";"""""
"404;""world"";"""";"""""
"396;""green"";"""";"""""
"393;""prices"";"""";"""""
"392;""clean"";"""";"""""
"385;""industry"";"""";"""""
"363;""last"";"""";"""""
"361;""people"";"""";"""""
"350;""zero"";"""";"""""
"347;""net"";"""";"""""
"347;""wind"";"""";"""""
"336;""share"";"""";"""""
"319;""need"";"""";"""""
"312;""investment"";"""";"""""
"295;""change"";"""";"""""
"290;""bills"";"""";"""""
"285;""report"";"""";"""""
"272;""market"";"""";"""""
"270;""price"";"""";"""""
"267;""support"";"""";"""""
"249;""company"";"""";"""""
"240;""help"";"""";"""""
"236;""many"";"""";"""""
"235;""public"";"""";"""""
"227;""cost"";"""";"""""
"222;""production"";"""";"""""
"221;""capacity"";"""";"""""
"220;""increase"";"""";"""""
"216;""minister"";"""";"""""
"216;""plants"";"""";"""""
"212;""national"";"""";"""""
"209;""australia"";"""";"""""
"209;""households"";"""";"""""
"207;""demand"";"""";"""""
"206;""supply"";"""";"""""
"200;""business"";"""";"""""
"200;""policy"";"""";"""""
"199;""cut"";"""";"""""
"192;""much"";"""";"""""
"191;""homes"";"""";"""""
"190;""analysis"";"""";"""""
"189;""generation"";"""";"""""
"186;""economy"";"""";"""""
"186;""nuclear"";"""";"""""
"177;""governments"";"""";"""""
"173;""reduce"";"""";"""""
"167;""heating"";"""";"""""
"166;""executive"";"""";"""""
"165;""grid"";"""";"""""
"164;""hydrogen"";"""";"""""
"160;""uk’s"";"""";"""""
"157;""must"";"""";"""""
"155;""system"";"""";"""""
"154;""chief"";"""";"""""
"154;""major"";"""";"""""
"152;""ukraine"";"""";"""""
"151;""china"";"""";"""""
"150;""research"";"""";"""""
"150;""rise"";"""";"""""
"149;""tax"";"""";"""""
"147;""infrastructure"";"""";"""""
"146;""international"";"""";"""""
"143;""development"";"""";"""""
"143;""sector"";"""";"""""
"142;""growth"";"""";"""""
"142;""winter"";"""";"""""
"134;""economic"";"""";"""""
"132;""biggest"";"""";"""""
"132;""cap"";"""";"""""
"130;""environmental"";"""";"""""
"130;""greenhouse"";"""";"""""
"129;""director"";"""";"""""
"127;""financial"";"""";"""""
"127;""spokesperson"";"""";"""""
"126;""natural"";"""";"""""
"122;""businesses"";"""";"""""
"122;""money"";"""";"""""
"122;""profits"";"""";"""""
"122;""security"";"""";"""""
"120;""technologies"";"""";"""""
